page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
630803,Piers (Earth-616),\/Piers_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Deceased Characters,5,Feb-00,2000
282047,Remiped (Earth-616),\/Remiped_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,5,Oct-00,2000
16574,Warbow (Heavy Mettle) (Earth-616),\/Warbow_(Heavy_Mettle)_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,5,Jan-00,2000
1147,Battering Ram (Earth-616),\/Battering_Ram_(Earth-616),Secret Identity,,,No Hair,Male Characters,,Deceased Characters,5,Jul-01,2001
1713,Beckah Parker (Earth-616),\/Beckah_Parker_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,5,Jul-01,2001
12233,Big Mother (Earth-616),\/Big_Mother_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,5,Aug-01,2001
16546,Christopher Cassera (Earth-616),\/Christopher_Cassera_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,5,Mar-01,2001
285269,Cyra (Asgardian) (Earth-616),\/Cyra_(Asgardian)_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,5,Jul-01,2001
42359,Irina Clayton (Earth-616),\/Irina_Clayton_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,5,Dec-01,2001
2051,Lupa (Savage Land Mutate) (Earth-616),\/Lupa_(Savage_Land_Mutate)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyeballs,Black Hair,Female Characters,,Living Characters,5,Dec-01,2001
42363,Marcus Tucker (Earth-616),\/Marcus_Tucker_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,5,Oct-01,2001
23907,Mister Howlett (Earth-616),\/Mister_Howlett_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,5,Nov-01,2001
550528,Thaiis (Earth-616),\/Thaiis_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,Jul-01,2001
550527,Thais (Earth-616),\/Thais_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,5,Jul-01,2001
16772,Tobias Messenger (Earth-616),\/Tobias_Messenger_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,5,Apr-01,2001
243064,Una-Rogg (Earth-616),\/Una-Rogg_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,5,Jan-01,2001
120220,Ardina (Earth-616),\/Ardina_(Earth-616),Secret Identity,Good Characters,White Eyes,Orange Hair,Female Characters,,Living Characters,5,Jul-02,2002
15787,Atleza Langunn (Earth-616),\/Atleza_Langunn_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,5,Sep-02,2002
16314,Cell (Earth-616),\/Cell_(Earth-616),Secret Identity,,White Eyes,Bald,Male Characters,,Deceased Characters,5,Jun-02,2002
508622,Cesar Belinski (Earth-616),\/Cesar_Belinski_(Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,,Living Characters,5,May-02,2002
506732,Cilla (Earth-616),\/Cilla_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,5,May-02,2002
16365,Cosmo (Earth-616),\/Cosmo_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Grey Hair,Male Characters,,Deceased Characters,5,Apr-02,2002
508697,Couleur (Earth-616),\/Couleur_(Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,,Living Characters,5,May-02,2002
12807,Dennis Golembuski (Earth-616),\/Dennis_Golembuski_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,5,Aug-02,2002
706784,Dixie (Earth-616),\/Dixie_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,Mar-02,2002
586778,Dylan Maguire (Earth-616),\/Dylan_Maguire_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,5,Jul-02,2002
19635,Electric Eve (Earth-616),\/Electric_Eve_(Earth-616),Secret Identity,,,White Hair,Female Characters,,Living Characters,5,Jun-02,2002
16466,G-Type (Earth-616),\/G-Type_(Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,,Living Characters,5,May-02,2002
508696,Kwate (Earth-616),\/Kwate_(Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,,Living Characters,5,May-02,2002
19495,Luke Carlyle (Earth-616),\/Luke_Carlyle_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,5,Sep-02,2002
42250,Madam Rapier (Earth-616),\/Madam_Rapier_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,5,Aug-02,2002
550544,Malcolm Powder (Earth-616),\/Malcolm_Powder_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,5,Apr-02,2002
34302,Marduk (Earth-616),\/Marduk_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,5,May-02,2002
508695,Percival (Earth-616),\/Percival_(Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,,Living Characters,5,May-02,2002
167483,Primo (Earth-616),\/Primo_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,5,Feb-02,2002
508619,Rosa Belinski (Earth-616),\/Rosa_Belinski_(Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,,Living Characters,5,May-02,2002
506734,Rowkis (Earth-616),\/Rowkis_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,May-02,2002
16948,Squorm (Earth-616),\/Squorm_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,5,Apr-02,2002
492429,Tara Virango (Earth-616),\/Tara_Virango_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,5,Nov-02,2002
508694,Tomothy (Earth-616),\/Tomothy_(Earth-616),Secret Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,5,May-02,2002
16718,Trader (Morlock) (Earth-616),\/Trader_(Morlock)_(Earth-616),Secret Identity,,,,Male Characters,,Deceased Characters,5,Jun-02,2002
419006,Victor Infante (Earth-616),\/Victor_Infante_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,5,Aug-02,2002
419007,Wyatt Sobel (Earth-616),\/Wyatt_Sobel_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,5,Aug-02,2002
278328,Cisco Pike (Earth-616),\/Cisco_Pike_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,Apr-03,2003
737224,Flores (Earth-616),\/Flores_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,5,Sep-03,2003
16453,Jordan Lewis (Earth-616),\/Jordan_Lewis_(Earth-616),Secret Identity,Good Characters,Red Eyes,,Male Characters,,Living Characters,5,Mar-03,2003
437714,Neil Streich (Earth-616),\/Neil_Streich_(Earth-616),,,,,Male Characters,,Living Characters,5,Apr-03,2003
16854,Paint (Earth-616),\/Paint_(Earth-616),Secret Identity,,,Blond Hair,Female Characters,,Living Characters,5,Jan-03,2003
195604,Reverend Paul (Earth-616),\/Reverend_Paul_(Earth-616),Secret Identity,,,Blond Hair,Male Characters,,Deceased Characters,5,Jul-03,2003
282511,Rose Delany (Earth-616),\/Rose_Delany_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,5,Jul-03,2003
484643,Sarah Gail Bradley (Earth-616),\/Sarah_Gail_Bradley_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,Feb-03,2003
340176,Abraham Verne (Earth-616),\/Abraham_Verne_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,5,Jan-04,2004
18403,Adolphus (Earth-616),\/Adolphus_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,5,Jul-04,2004
16286,Astrid Bloom (Earth-616),\/Astrid_Bloom_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,Oct-04,2004
19681,Daniel Kaufman (Earth-616),\/Daniel_Kaufman_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Aug-04,2004
20751,Frankie Zapruder (Earth-616),\/Frankie_Zapruder_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Jun-04,2004
18151,Gregor Smerdyakov (Earth-616),\/Gregor_Smerdyakov_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,5,Jul-04,2004
561019,Gustave Kucharsky (Earth-616),\/Gustave_Kucharsky_(Earth-616),Public Identity,,,Blond Hair,Male Characters,,Deceased Characters,5,Jul-04,2004
18336,Helena Carlson (Earth-616),\/Helena_Carlson_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,Jul-04,2004
442697,Marcus Baldry (Earth-616),\/Marcus_Baldry_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,5,Nov-04,2004
21628,Mister Punch (Earth-616),\/Mister_Punch_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,5,Aug-04,2004
36570,Morwen (Earth-616),\/Morwen_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,5,Mar-04,2004
715401,Nestor Garcia (Earth-616),\/Nestor_Garcia_(Earth-616),No Dual Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,5,Jan-04,2004
33917,Patricia Hamilton (Earth-616),\/Patricia_Hamilton_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,5,Jul-04,2004
697369,Phil Dexter (Earth-616),\/Phil_Dexter_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,Nov-04,2004
561016,Randolph Esposito (Earth-616),\/Randolph_Esposito_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,5,Jul-04,2004
467685,Raymond Jr. (Earth-616),\/Raymond_Jr._(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,Mar-04,2004
16923,Rolling Thunder (Earth-616),\/Rolling_Thunder_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5,Mar-04,2004
442694,Scott Hoskins (Earth-616),\/Scott_Hoskins_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,5,Nov-04,2004
417680,Sofia Corazon (Earth-616),\/Sofia_Corazon_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,5,Aug-04,2004
697490,Vassily Ilyich Ulyanov (Earth-616),\/Vassily_Ilyich_Ulyanov_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,5,Nov-04,2004
242090,Zippermouth (Vincent) (Earth-616),\/Zippermouth_(Vincent)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Jun-04,2004
287328,Buttview (Earth-616),\/Buttview_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,Nov-05,2005
287333,Earl Gustav (Earth-616),\/Earl_Gustav_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,5,Dec-05,2005
437717,Elena (Rasputina) (Earth-616),\/Elena_(Rasputina)_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Blond Hair,Female Characters,,Deceased Characters,5,Nov-05,2005
566218,Felix Jade (Earth-616),\/Felix_Jade_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Oct-05,2005
437744,Grigory Efimovich Rasputin (Earth-616),\/Grigory_Efimovich_Rasputin_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,5,Nov-05,2005
39759,Hana Yanowa (Earth-616),\/Hana_Yanowa_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,5,Jun-05,2005
719651,Howard Gideon (Earth-616),\/Howard_Gideon_(Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,5,Apr-05,2005
31562,Inari (Earth-616),\/Inari_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,5,Jul-05,2005
287550,Jemima Catmint (Earth-616),\/Jemima_Catmint_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,Dec-05,2005
719745,John Stonehouse (Earth-616),\/John_Stonehouse_(Earth-616),No Dual Identity,,,Brown Hair,Male Characters,,Living Characters,5,Apr-05,2005
719763,Karla Faye Gideon (Earth-616),\/Karla_Faye_Gideon_(Earth-616),No Dual Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,Apr-05,2005
67391,Kioshi Keishicho (Earth-616),\/Kioshi_Keishicho_(Earth-616),Secret Identity,Good Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,5,Jan-05,2005
437599,Larisa Mishchenko (Earth-616),\/Larisa_Mishchenko_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,5,Nov-05,2005
67385,Lumina (Earth-616),\/Lumina_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,Jan-05,2005
287340,Malachi (Angel) (Earth-616),\/Malachi_(Angel)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Nov-05,2005
721283,Mavis Benally (Earth-616),\/Mavis_Benally_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,5,Nov-05,2005
279955,Melek (Earth-616),\/Melek_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,5,Feb-05,2005
666208,Mutant Baboon (Earth-616),\/Mutant_Baboon_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,5,Nov-05,2005
117517,Paul Jenkins (Earth-616),\/Paul_Jenkins_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,5,Jul-05,2005
719052,Ripley (Blind) (Earth-616),\/Ripley_(Blind)_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,5,Mar-05,2005
279956,Sarah (Tunnel Rats) (Earth-616),\/Sarah_(Tunnel_Rats)_(Earth-616),Secret Identity,,Red Eyes,Brown Hair,Female Characters,,Deceased Characters,5,Feb-05,2005
16829,Sarah Vale (Earth-616),\/Sarah_Vale_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,5,Jun-05,2005
15589,Stilt-Man (Marvel Team-Up) (Earth-616),\/Stilt-Man_(Marvel_Team-Up)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,5,Aug-05,2005
19685,Vic Marcus (Earth-616),\/Vic_Marcus_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,5,Dec-05,2005
32470,Aguja (Earth-616),\/Aguja_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,5,Sep-06,2006
566229,Ajax (Greek Legend) (Earth-616),\/Ajax_(Greek_Legend)_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,5,Mar-06,2006
655021,Archibald Hunt (Earth-616),\/Archibald_Hunt_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,5,Jan-06,2006
20715,Emil Winston (Earth-616),\/Emil_Winston_(Earth-616),,Good Characters,,Blond Hair,Male Characters,,Living Characters,5,Mar-06,2006
117670,Eugene Sykes (Earth-616),\/Eugene_Sykes_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5,Jan-06,2006
18819,Frank Johnson (Earth-616),\/Frank_Johnson_(Earth-616),,,Brown Eyes,Grey Hair,Male Characters,,Living Characters,5,Jan-06,2006
32467,Fuego (Earth-616),\/Fuego_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,Sep-06,2006
35109,Ghoul (Killer) (Earth-616),\/Ghoul_(Killer)_(Earth-616),Secret Identity,Bad Characters,White Eyes,Bald,Male Characters,,Deceased Characters,5,Jan-06,2006
244531,Godseye (Earth-616),\/Godseye_(Earth-616),,Bad Characters,Green Eyes,No Hair,,,Living Characters,5,Jan-06,2006
451902,Hector Espejo (Earth-616),\/Hector_Espejo_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,Feb-06,2006
34210,Janus (Atlantean) (Earth-616),\/Janus_(Atlantean)_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,5,Aug-06,2006
655020,Jeff Knudsen (Earth-616),\/Jeff_Knudsen_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,5,Jan-06,2006
66682,Jonathan Swift (Earth-616),\/Jonathan_Swift_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,5,Dec-06,2006
36075,Karim Mahwash Najeeb (Earth-616),\/Karim_Mahwash_Najeeb_(Earth-616),,,,Grey Hair,Male Characters,,Deceased Characters,5,Oct-06,2006
24900,Margaret Dillon (Earth-616),\/Margaret_Dillon_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,5,Feb-06,2006
723494,Morjak (Earth-616),\/Morjak_(Earth-616),,,,,,,Living Characters,5,Aug-06,2006
36072,Sangre (Children of the Vault) (Earth-616),\/Sangre_(Children_of_the_Vault)_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,5,Sep-06,2006
43731,Valerie Martin (Earth-616),\/Valerie_Martin_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,Sep-06,2006
26508,Videmus (Earth-616),\/Videmus_(Earth-616),Public Identity,,No Eyes,Bald,Male Characters,,Living Characters,5,Mar-06,2006
483982,Aghanne (Earth-616),\/Aghanne_(Earth-616),,Bad Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,5,Feb-07,2007
485623,Althea Green (Earth-616),\/Althea_Green_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Brown Hair,Female Characters,,Living Characters,5,Nov-07,2007
288816,Arath (Earth-616),\/Arath_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,5,Aug-07,2007
288814,Argos (Atlantean) (Earth-616),\/Argos_(Atlantean)_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,5,Sep-07,2007
485629,Arthur Woodman (Earth-616),\/Arthur_Woodman_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,5,Aug-07,2007
73622,Brian Talbot (Earth-616),\/Brian_Talbot_(Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,5,Sep-07,2007
53298,Cheesecake (LMD) (Earth-616),\/Cheesecake_(LMD)_(Earth-616),Secret Identity,,Green Eyes,Black Hair,Female Characters,,Living Characters,5,Mar-07,2007
40229,Death Tiger (Earth-616),\/Death_Tiger_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,5,Feb-07,2007
511832,Emmael (Earth-616),\/Emmael_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5,Oct-07,2007
73626,Gideon Wilson (Earth-616),\/Gideon_Wilson_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,5,Sep-07,2007
128058,Jaafar Yoosuf (Earth-616),\/Jaafar_Yoosuf_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,Nov-07,2007
289335,Krakos (Earth-616),\/Krakos_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,5,Aug-07,2007
323907,Mindwave (Telepath) (Earth-616),\/Mindwave_(Telepath)_(Earth-616),Secret Identity,Neutral Characters,Grey Eyes,White Hair,Male Characters,,Deceased Characters,5,Oct-07,2007
73624,Nichole Martin (Earth-616),\/Nichole_Martin_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,5,Sep-07,2007
103713,Sean Madigan (Earth-616),\/Sean_Madigan_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,5,Mar-07,2007
304879,Sihing (Earth-616),\/Sihing_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,5,Oct-07,2007
338532,Susan Maddox (Earth-616),\/Susan_Maddox_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,Apr-07,2007
575791,Aja (Earth-616),\/Aja_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,May-08,2008
160848,Bill Dawson (Earth-616),\/Bill_Dawson_(Earth-616),No Dual Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,5,Sep-08,2008
292346,"Carol Danvers (Retro, Skrull) (Earth-616)","\/Carol_Danvers_(Retro,_Skrull)_(Earth-616)",Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,5,Jun-08,2008
167855,Criti Noll (Earth-616),\/Criti_Noll_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,5,Aug-08,2008
440520,Cut (Wendy) (Earth-616),\/Cut_(Wendy)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,5,Jan-08,2008
169329,DaVanti (Earth-616),\/DaVanti_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Blond Hair,Male Characters,,Living Characters,5,Oct-08,2008
169312,DeHalle (Earth-616),\/DeHalle_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,White Hair,Female Characters,,Living Characters,5,Oct-08,2008
120483,Heather Sante (Earth-616),\/Heather_Sante_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,5,Jan-08,2008
690492,Hirochi (Earth-616),\/Hirochi_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Nov-08,2008
184544,Jakob Eisenhardt (Earth-616),\/Jakob_Eisenhardt_(Earth-616),,Good Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,5,Nov-08,2008
293331,"James Howlett (Retro, Skrull) (Earth-616)","\/James_Howlett_(Retro,_Skrull)_(Earth-616)",Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,5,Jun-08,2008
273633,Jebediah Young (Earth-616),\/Jebediah_Young_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,5,Nov-08,2008
292360,Jessica Jones (Skrull) (Earth-616),\/Jessica_Jones_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,5,Jun-08,2008
128342,Jonathan Bryant (Human) (Earth-616),\/Jonathan_Bryant_(Human)_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,5,Sep-08,2008
160833,Melanie Crane (Earth-616),\/Melanie_Crane_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,5,Sep-08,2008
129783,Nogor (Earth-616),\/Nogor_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,5,Sep-08,2008
95076,Phaedra (Earth-616),\/Phaedra_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,Jan-08,2008
127005,Raker (Earth-616),\/Raker_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,Aug-08,2008
95050,Siri (Earth-616),\/Siri_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,5,Jun-08,2008
292362,"Susan Storm (Retro, Skrull) (Earth-616)","\/Susan_Storm_(Retro,_Skrull)_(Earth-616)",Secret Identity,Bad Characters,Green Eyes,Blond Hair,Male Characters,,Deceased Characters,5,Jun-08,2008
448359,Taylor (Purifier) (Earth-616),\/Taylor_(Purifier)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,5,Jan-08,2008
196664,VaDrann (Earth-616),\/VaDrann_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,5,Oct-08,2008
169324,VaRikk (Earth-616),\/VaRikk_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,5,Oct-08,2008
335900,Yussuf Hussain (Earth-616),\/Yussuf_Hussain_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,Nov-08,2008
278880,Alflyse (Earth-616),\/Alflyse_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,5,Oct-09,2009
245647,Bai Gu Jing (Earth-616),\/Bai_Gu_Jing_(Earth-616),Secret Identity,,Red Eyes,No Hair,Female Characters,,Living Characters,5,Jan-09,2009
732595,Christopher Walsh (Earth-616),\/Christopher_Walsh_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5,Feb-09,2009
260678,Claude Cramer (Earth-616),\/Claude_Cramer_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,Aug-09,2009
278877,Erin Cicero (Earth-616),\/Erin_Cicero_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Auburn Hair,Female Characters,,Deceased Characters,5,Oct-09,2009
737752,Hans Bruder (Earth-616),\/Hans_Bruder_(Earth-616),No Dual Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,5,Oct-09,2009
263105,Lady of Ten Suns (Earth-616),\/Lady_of_Ten_Suns_(Earth-616),Secret Identity,Good Characters,,Orange Hair,Female Characters,,Living Characters,5,Sep-09,2009
250636,Molek (Earth-616),\/Molek_(Earth-616),Secret Identity,,Blue Eyes,Grey Hair,Male Characters,,Living Characters,5,Jan-09,2009
556490,Murderous Lion (Earth-616),\/Murderous_Lion_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,5,Oct-09,2009
263098,Scientific Beast (Earth-616),\/Scientific_Beast_(Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,,,Living Characters,5,Sep-09,2009
260683,Shep Gunderson (Earth-616),\/Shep_Gunderson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,5,Aug-09,2009
233888,Thug (Sublime Corporation) (Earth-616),\/Thug_(Sublime_Corporation)_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,5,Nov-09,2009
278539,Ti Asha Ra (Earth-616),\/Ti_Asha_Ra_(Earth-616),No Dual Identity,Good Characters,,No Hair,Female Characters,,Deceased Characters,5,Oct-09,2009
456257,Toltec (Earth-616),\/Toltec_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Apr-09,2009
